# Nombre de tâches (n)
140

# Nombre d'étapes (s)
15

# Ressources maximales par étape (soudeurs qualifiés, soudeurs ordinaires, robots)
2 2 4
2 2 4
2 2 4
2 2 4
2 2 4
2 2 4
2 2 4
2 2 4
2 2 4
2 2 4
2 2 4
2 2 4
2 2 4
2 2 4
2 2 4

# Temps de traitement (tâche, étape): (temps soudeur qualifié, temps soudeur ordinaire)
# Tâche 0
(11, 6) (15, 8) (17, 9) (8, 3) (13, 7) (9, 4) (12, 7) (10, 5) (16, 8) (14, 7) (8, 2) (6, 1) (7, 2) (9, 1) (5, 2)
(7, 2) (13, 1) (8, 2) (11, 1) (9, 2) (10, 2) (14, 1) (8, 3) (12, 1) (6, 1) (14, 7) (9, 4) (12, 6) (7, 3) (10, 5)
# Tâche 137
(14, 7) (9, 4) (12, 6) (7, 3) (10, 5) (16, 8) (9, 4) (7, 2) (11, 6) (12, 7) (10, 1) (6, 2) (11, 1) (13, 2) (8, 1)
# Tâche 138
(10, 1) (6, 2) (11, 1) (13, 2) (8, 1) (11, 1) (13, 3) (9, 2) (15, 1) (6, 1) (12, 6) (7, 3) (14, 8) (10, 5) (9, 4)
# Tâche 139
(12, 6) (7, 3) (14, 8) (10, 5) (9, 4) (8, 4) (10, 6) (12, 8) (6, 3) (13, 8) (8, 1) (12, 3) (14, 2) (7, 1) (9, 3)

# Probabilités de rupture par étape
1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0

# Probabilités de maintenance par étape
0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5

# Liste des opérations complexes (tâche, étape) - quelques opérations aléatoires sont complexes
(103, 7) (18, 2) (61, 11) (128, 4) (35, 13) (82, 0) (49, 9) (116, 5) (73, 1) (14, 14)
(90, 6) (57, 10) (24, 3) (131, 8) (42, 12) (99, 0) (66, 4) (33, 14) (120, 9) (77, 2)
